"cd_sig";"code_10km";"cd_nom";"lb_nom";"annee";"nombre de données dans la maille";"fournisseurs des données";"wkt_geom_4326"
"10kmL93E077N635";"E077N635";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.87654388405097 44.2455190072782,3.877936078643 44.3355263929257,4.00334286256359 44.3344541167906,4.00175184314007 44.2444484784338,3.87654388405097 44.2455190072782)))"
"10kmL93E077N636";"E077N636";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie";"MULTIPOLYGON(((3.877936078643 44.3355263929257,3.87933270246868 44.4255376065674,4.00493894358536 44.4244635801248,4.00334286256359 44.3344541167906,3.877936078643 44.3355263929257)))"
"10kmL93E077N637";"E077N637";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.87933270246868 44.4255376065674,3.88073377669808 44.5155524349212,4.00654011039667 44.5144766551441,4.00493894358536 44.4244635801248,3.87933270246868 44.4255376065674)))"
"10kmL93E077N638";"E077N638";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.88073377669808 44.5155524349212,3.88213932263636 44.6055706643495,4.00814638734319 44.6044931282007,4.00654011039667 44.5144766551441,3.88073377669808 44.5155524349212)))"
"10kmL93E077N641";"E077N641";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.88496391554237 44.7856164701068,3.88638300580583 44.8756436173914,4.01299612479284 44.8745607938002,4.01137436980402 44.7845354120614,3.88496391554237 44.7856164701068)))"
"10kmL93E077N642";"E077N642";60630;"Lutra lutra";2020;13;"COMITE TECHNIQUE FAUNE-FRANCE, GROUPE MAMMALOGIQUE D'AUVERGNE, LPO AuRA";"MULTIPOLYGON(((3.88638300580583 44.8756436173914,3.88780665437184 44.9656733076631,4.01462308886843 44.9645887154473,4.01299612479284 44.8745607938002,3.88638300580583 44.8756436173914)))"
"10kmL93E077N643";"E077N643";60630;"Lutra lutra";2020;22;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.88780665437184 44.9656733076631,3.8892348832376 45.0557053255209,4.0162552871672 45.0546189615908,4.01462308886843 44.9645887154473,3.88780665437184 44.9656733076631)))"
"10kmL93E077N644";"E077N644";60630;"Lutra lutra";2020;8;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.8892348832376 45.0557053255209,3.89066771454206 45.1457394552136,4.01789274498753 45.1446513164688,4.0162552871672 45.0546189615908,3.8892348832376 45.0557053255209)))"
"10kmL93E077N646";"E077N646";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89210517056706 45.2357754806407,3.89354727373853 45.3258131853543,4.02118354120421 45.3247214876361,4.01953548779111 45.2346855639703,3.89210517056706 45.2357754806407)))"
"10kmL93E077N647";"E077N647";60630;"Lutra lutra";2020;10;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89354727373853 45.3258131853543,3.89499404662759 45.4158523525589,4.02283693101905 45.41475887066,4.02118354120421 45.3247214876361,3.89354727373853 45.3258131853543)))"
"10kmL93E077N648";"E077N648";60630;"Lutra lutra";2020;8;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89499404662759 45.4158523525589,3.89644551195178 45.505892765113,4.02449568319513 45.5047974958894,4.02283693101905 45.41475887066,3.89499404662759 45.4158523525589)))"
"10kmL93E077N649";"E077N649";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89644551195178 45.505892765113,3.89790169257623 45.5959342055299,4.0261598238606 45.5948371458265,4.02449568319513 45.5047974958894,3.89644551195178 45.505892765113)))"
"10kmL93E077N650";"E077N650";60630;"Lutra lutra";2020;15;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89790169257623 45.5959342055299,3.89936261151486 45.6859764559785,4.0278293793136 45.684877602629,4.0261598238606 45.5948371458265,3.89790169257623 45.5959342055299)))"
"10kmL93E077N651";"E077N651";60630;"Lutra lutra";2020;12;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.89936261151486 45.6859764559785,3.90082829193158 45.7760192982845,4.02950437602369 45.7749186481112,4.0278293793136 45.684877602629,3.89936261151486 45.6859764559785)))"
"10kmL93E077N652";"E077N652";60630;"Lutra lutra";2020;25;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.90082829193158 45.7760192982845,3.90229875714153 45.8660625139309,4.03118484063322 45.8649600637449,4.02950437602369 45.7749186481112,3.90082829193158 45.7760192982845)))"
"10kmL93E077N653";"E077N653";60630;"Lutra lutra";2020;6;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.90229875714153 45.8660625139309,3.90377403061233 45.9561058840595,4.03287079995874 45.9550016306604,4.03118484063322 45.8649600637449,3.90229875714153 45.8660625139309)))"
"10kmL93E077N654";"E077N654";60630;"Lutra lutra";2020;5;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((3.90377403061233 45.9561058840595,3.9052541359653 46.0461491894715,4.03456228099245 46.0450431296472,4.03287079995874 45.9550016306604,3.90377403061233 45.9561058840595)))"
"10kmL93E077N655";"E077N655";60630;"Lutra lutra";2020;2;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.9052541359653 46.0461491894715,3.90673909697672 46.1361922106284,4.0362593109036 46.1350843411554,4.03456228099245 46.0450431296472,3.9052541359653 46.0461491894715)))"
"10kmL93E077N656";"E077N656";60630;"Lutra lutra";2020;5;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.90673909697672 46.1361922106284,3.90822893757913 46.2262347276531,4.03796191704 46.225125045296,4.0362593109036 46.1350843411554,3.90673909697672 46.1361922106284)))"
"10kmL93E077N663";"E077N663";60630;"Lutra lutra";2020;1;"Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((3.91727181283976 46.7664668874726,3.9187964940878 46.8564996907624,4.05003862969276 46.8553772266231,4.04829620893285 46.7653462592007,3.91727181283976 46.7664668874726)))"
"10kmL93E077N665";"E077N665";60630;"Lutra lutra";2020;1;"Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((3.92032625216886 46.9465302188238,3.9218611124811 47.036558248774,4.05354090507698 47.0354321028903,4.05178685206667 46.9454059154848,3.92032625216886 46.9465302188238)))"
"10kmL93E077N666";"E077N666";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.9218611124811 47.036558248774,3.92340110059233 47.1265835574007,4.05530081794003 47.1254555656148,4.05354090507698 47.0354321028903,3.9218611124811 47.036558248774)))"
"10kmL93E077N667";"E077N667";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.92340110059233 47.1265835574007,3.9249462422415 47.2166059211457,4.05706662006764 47.2154760800872,4.05530081794003 47.1254555656148,3.92340110059233 47.1265835574007)))"
"10kmL93E077N668";"E077N668";60630;"Lutra lutra";2020;1;"Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((3.9249462422415 47.2166059211457,3.92649656334007 47.3066251161765,4.05883834106878 47.3054934224623,4.05706662006764 47.2154760800872,3.9249462422415 47.2166059211457)))"
"10kmL93E078N627";"E078N627";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((3.9892030523281 43.5245665477557,3.99075443172232 43.6145339507497,4.11458319993517 43.6133344763116,4.11283797098001 43.5233690265524,3.9892030523281 43.5245665477557)))"
"10kmL93E078N628";"E078N628";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie";"MULTIPOLYGON(((3.99075443172232 43.6145339507497,3.99231068459853 43.7045068721464,4.11633391109909 43.7033054411439,4.11458319993517 43.6133344763116,3.99075443172232 43.6145339507497)))"
"10kmL93E078N629";"E078N629";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.99231068459853 43.7045068721464,3.99387183395589 43.7944851015315,4.1180901303422 43.7932817106244,4.11633391109909 43.7033054411439,3.99231068459853 43.7045068721464)))"
"10kmL93E078N630";"E078N630";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.99387183395589 43.7944851015315,3.99543790293849 43.8844684281282,4.11985188369794 43.8832630739651,4.1180901303422 43.7932817106244,3.99387183395589 43.7944851015315)))"
"10kmL93E078N631";"E078N631";60630;"Lutra lutra";2020;10;"COMITE TECHNIQUE FAUNE-FRANCE, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.99543790293849 43.8844684281282,3.99700891483648 43.9744566407971,4.12161919736407 43.9732493200156,4.11985188369794 43.8832630739651,3.99543790293849 43.8844684281282)))"
"10kmL93E078N632";"E078N632";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie";"MULTIPOLYGON(((3.99700891483648 43.9744566407971,3.99858489308727 44.0644495280379,4.12339209770396 44.0632402372646,4.12161919736407 43.9732493200156,3.99700891483648 43.9744566407971)))"
"10kmL93E078N633";"E078N633";60630;"Lutra lutra";2020;1;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((3.99858489308727 44.0644495280379,4.00016586127668 44.1544468779902,4.12517061124788 44.1532356138405,4.12339209770396 44.0632402372646,3.99858489308727 44.0644495280379)))"
"10kmL93E078N635";"E078N635";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.00175184314007 44.2444484784338,4.00334286256359 44.3344541167906,4.12874458491146 44.333238895689,4.12695476469435 44.2432352375118,4.00175184314007 44.2444484784338)))"
"10kmL93E078N636";"E078N636";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.00334286256359 44.3344541167906,4.00493894358536 44.4244635801248,4.13054009893824 44.423246375425,4.12874458491146 44.333238895689,4.00334286256359 44.3344541167906)))"
"10kmL93E078N639";"E078N639";60630;"Lutra lutra";2020;2;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.00814638734319 44.6044931282007,4.00975779892625 44.6945127852918,4.13596107685923 44.6932896091699,4.13414831743964 44.6032719460024,4.00814638734319 44.6044931282007)))"
"10kmL93E078N640";"E078N640";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.00975779892625 44.6945127852918,4.01137436980402 44.7845354120614,4.1377796399812 44.7833102385506,4.13596107685923 44.6932896091699,4.00975779892625 44.6945127852918)))"
"10kmL93E078N641";"E078N641";60630;"Lutra lutra";2020;7;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.01137436980402 44.7845354120614,4.01299612479284 44.8745607938002,4.13960403471987 44.8733336194234,4.1377796399812 44.7833102385506,4.01137436980402 44.7845354120614)))"
"10kmL93E078N642";"E078N642";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.01299612479284 44.8745607938002,4.01462308886843 44.9645887154473,4.14143428916883 44.9633595367154,4.13960403471987 44.8733336194234,4.01299612479284 44.8745607938002)))"
"10kmL93E078N645";"E078N645";60630;"Lutra lutra";2020;3;"LPO AuRA";"MULTIPOLYGON(((4.01789274498753 45.1446513164688,4.01953548779111 45.2346855639703,4.14696049443328 45.2334503511175,4.14511249047719 45.1434181185111,4.01789274498753 45.1446513164688)))"
"10kmL93E078N646";"E078N646";60630;"Lutra lutra";2020;20;"COMITE TECHNIQUE FAUNE-FRANCE, GROUPE MAMMALOGIQUE D'AUVERGNE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.01953548779111 45.2346855639703,4.02118354120421 45.3247214876361,4.14881447229603 45.3234842563505,4.14696049443328 45.2334503511175,4.01953548779111 45.2346855639703)))"
"10kmL93E078N647";"E078N647";60630;"Lutra lutra";2020;5;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.02118354120421 45.3247214876361,4.02283693101905 45.41475887066,4.15067445307737 45.4135196173913,4.14881447229603 45.3234842563505,4.02118354120421 45.3247214876361)))"
"10kmL93E078N648";"E078N648";60630;"Lutra lutra";2020;32;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.02283693101905 45.41475887066,4.02449568319513 45.5047974958894,4.15254046597743 45.5035562170749,4.15067445307737 45.4135196173913,4.02283693101905 45.41475887066)))"
"10kmL93E078N649";"E078N649";60630;"Lutra lutra";2020;14;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.02449568319513 45.5047974958894,4.0261598238606 45.5948371458265,4.15441254038599 45.5935938378908,4.15254046597743 45.5035562170749,4.02449568319513 45.5047974958894)))"
"10kmL93E078N650";"E078N650";60630;"Lutra lutra";2020;8;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.0261598238606 45.5948371458265,4.0278293793136 45.684877602629,4.15629070588405 45.6836322619841,4.15441254038599 45.5935938378908,4.0261598238606 45.5948371458265)))"
"10kmL93E078N651";"E078N651";60630;"Lutra lutra";2020;12;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.0278293793136 45.684877602629,4.02950437602369 45.7749186481112,4.15817499224541 45.7736712711564,4.15629070588405 45.6836322619841,4.0278293793136 45.684877602629)))"
"10kmL93E078N652";"E078N652";60630;"Lutra lutra";2020;11;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.02950437602369 45.7749186481112,4.03118484063322 45.8649600637449,4.16006542943819 45.8637106468663,4.15817499224541 45.7736712711564,4.02950437602369 45.7749186481112)))"
"10kmL93E078N654";"E078N654";60630;"Lutra lutra";2020;8;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.03287079995874 45.9550016306604,4.03456228099245 46.0450431296472,4.1638648771719 46.0437896220279,4.16196204762648 45.9537501702313,4.03287079995874 45.9550016306604)))"
"10kmL93E078N655";"E078N655";60630;"Lutra lutra";2020;6;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.03456228099245 46.0450431296472,4.0362593109036 46.1350843411554,4.16577394863524 46.1338287826929,4.1638648771719 46.0437896220279,4.03456228099245 46.0450431296472)))"
"10kmL93E078N656";"E078N656";60630;"Lutra lutra";2020;13;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.0362593109036 46.1350843411554,4.03796191704 46.225125045296,4.16768929277808 46.223867432324,4.16577394863524 46.1338287826929,4.0362593109036 46.1350843411554)))"
"10kmL93E080N627";"E080N627";60630;"Lutra lutra";2020;4;"LPO PACA";"MULTIPOLYGON(((4.23646743315832 43.5220306512427,4.23840648596595 43.6119939180755,4.36222368125319 43.6105122863201,4.3600908331536 43.5205514320719,4.23646743315832 43.5220306512427)))"
"10kmL93E080N628";"E080N628";60630;"Lutra lutra";2020;5;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.23840648596595 43.6119939180755,4.24035162954736 43.7019626962606,4.36436322851189 43.7004786478088,4.36222368125319 43.6105122863201,4.23840648596595 43.6119939180755)))"
"10kmL93E080N629";"E080N629";60630;"Lutra lutra";2020;1;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.24035162954736 43.7019626962606,4.24230289264298 43.791936775361,4.36650950653872 43.7904503060875,4.36436322851189 43.7004786478088,4.24035162954736 43.7019626962606)))"
"10kmL93E080N631";"E080N631";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.24426030417432 43.8819159445764,4.24622389324545 43.9718999927444,4.37082238233021 43.970408669398,4.36866254714186 43.8804270503427,4.24426030417432 43.8819159445764)))"
"10kmL93E080N632";"E080N632";60630;"Lutra lutra";2020;2;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.24622389324545 43.9718999927444,4.24819368914437 44.061888708341,4.37298904431498 44.060394951716,4.37082238233021 43.970408669398,4.24622389324545 43.9718999927444)))"
"10kmL93E080N634";"E080N634";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.25016972134451 44.1518818794822,4.25215201950619 44.2418792939239,4.37734297853973 44.2403806581882,4.37516256551128 44.1503856853986,4.25016972134451 44.1518818794822)))"
"10kmL93E080N635";"E080N635";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.25215201950619 44.2418792939239,4.25414061347811 44.3318807390639,4.37953031622814 44.3303796574683,4.37734297853973 44.2403806581882,4.25215201950619 44.2418792939239)))"
"10kmL93E080N636";"E080N636";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.25414061347811 44.3318807390639,4.25613553329882 44.4218860019424,4.38172461161309 44.420382470265,4.37953031622814 44.3303796574683,4.25414061347811 44.3318807390639)))"
"10kmL93E080N637";"E080N637";60630;"Lutra lutra";2020;28;"CEN Occitanie, COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.25613553329882 44.4218860019424,4.25813680919826 44.5118948692427,4.38392589794165 44.5103888832474,4.38172461161309 44.420382470265,4.25613553329882 44.4218860019424)))"
"10kmL93E080N638";"E080N638";60630;"Lutra lutra";2020;14;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.25813680919826 44.5118948692427,4.26014447159928 44.6019071272922,4.38613420867299 44.6003986827286,4.38392589794165 44.5103888832474,4.25813680919826 44.5118948692427)))"
"10kmL93E080N639";"E080N639";60630;"Lutra lutra";2020;22;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.26014447159928 44.6019071272922,4.26215855111919 44.6919225620635,4.38834957748017 44.6904116546669,4.38613420867299 44.6003986827286,4.26014447159928 44.6019071272922)))"
"10kmL93E080N640";"E080N640";60630;"Lutra lutra";2020;17;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.26215855111919 44.6919225620635,4.26417907857128 44.7819409591756,4.39057203825177 44.7804275846666,4.38834957748017 44.6904116546669,4.26215855111919 44.6919225620635)))"
"10kmL93E080N641";"E080N641";60630;"Lutra lutra";2020;20;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.26417907857128 44.7819409591756,4.26620608496643 44.8719621038942,4.39280162509363 44.8704462579787,4.39057203825177 44.7804275846666,4.26417907857128 44.7819409591756)))"
"10kmL93E080N642";"E080N642";60630;"Lutra lutra";2020;7;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.26620608496643 44.8719621038942,4.26823960151468 44.961985781133,4.39503837233064 44.9604674595021,4.39280162509363 44.8704462579787,4.26620608496643 44.8719621038942)))"
"10kmL93E080N643";"E080N643";60630;"Lutra lutra";2020;6;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.26823960151468 44.961985781133,4.27027965962684 45.0520117754545,4.39728231450845 45.0504909737847,4.39503837233064 44.9604674595021,4.26823960151468 44.961985781133)))"
"10kmL93E080N644";"E080N644";60630;"Lutra lutra";2020;10;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.27027965962684 45.0520117754545,4.2723262909161 45.1420398710711,4.39953348639527 45.1405165850238,4.39728231450845 45.0504909737847,4.27027965962684 45.0520117754545)))"
"10kmL93E080N645";"E080N645";60630;"Lutra lutra";2020;1;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.2723262909161 45.1420398710711,4.27437952719963 45.2320698518461,4.40179192298368 45.2305440770674,4.39953348639527 45.1405165850238,4.2723262909161 45.1420398710711)))"
"10kmL93E080N647";"E080N647";60630;"Lutra lutra";2020;7;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.27643940050031 45.322101501294,4.27850594304831 45.4121346025825,4.40633073136814 45.4106038372191,4.40405765949239 45.3205732334151,4.27643940050031 45.322101501294)))"
"10kmL93E080N648";"E080N648";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.27850594304831 45.4121346025825,4.28057918728282 45.5021689385326,4.4086111742875 45.5006356712848,4.40633073136814 45.4106038372191,4.27850594304831 45.4121346025825)))"
"10kmL93E080N649";"E080N649";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.28057918728282 45.5021689385326,4.28265916585372 45.5922042916195,4.41089902415873 45.5906685180722,4.4086111742875 45.5006356712848,4.28057918728282 45.5021689385326)))"
"10kmL93E080N651";"E080N651";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.28474591162332 45.6822404439741,4.28683945766806 45.7722771773838,4.41549708955979 45.7707363779289,4.41319431712371 45.6807021596964,4.28474591162332 45.6822404439741)))"
"10kmL93E080N654";"E080N654";60630;"Lutra lutra";2020;1;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.29104708397 45.9523515128044,4.29316123146662 46.0423886766801,4.42245065104121 46.0408403048535,4.42012521954376 45.9508056695912,4.29104708397 45.9523515128044)))"
"10kmL93E080N656";"E080N656";60630;"Lutra lutra";2020;7;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.29528231372083 46.1324255453419,4.29741036490635 46.222461898873,4.42712443374278 46.2209084562701,4.42478370991288 46.1308746403909,4.29528231372083 46.1324255453419)))"
"10kmL93E080N657";"E080N657";60630;"Lutra lutra";2020;19;"COMITE TECHNIQUE FAUNE-FRANCE, Office Français de la Biodiversité (OFB), Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((4.29741036490635 46.222461898873,4.2995454194218 46.3124975170184,4.42947286036225 46.3109415322195,4.42712443374278 46.2209084562701,4.29741036490635 46.222461898873)))"
"10kmL93E080N658";"E080N658";60630;"Lutra lutra";2020;9;"Office Français de la Biodiversité (OFB), Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((4.2995454194218 46.3124975170184,4.30168751189252 46.4025321791859,4.43182902785197 46.4009736476304,4.42947286036225 46.3109415322195,4.2995454194218 46.3124975170184)))"
"10kmL93E080N663";"E080N663";60630;"Lutra lutra";2020;2;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.31032696187653 46.762656844491,4.31250477157192 46.8526834061559,4.44372732889331 46.8511120718159,4.44133187696988 46.7610880799651,4.31032696187653 46.762656844491)))"
"10kmL93E080N664";"E080N664";60630;"Lutra lutra";2020;2;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.31250477157192 46.8526834061559,4.31468983184237 46.9427076812639,4.44613075552398 46.9411337724466,4.44372732889331 46.8511120718159,4.31250477157192 46.8526834061559)))"
"10kmL93E080N665";"E080N665";60630;"Lutra lutra";2020;2;"Office Français de la Biodiversité (OFB), Société d'histoire naturelle d'Autun (SHNA)";"MULTIPOLYGON(((4.31468983184237 46.9427076812639,4.31688217895387 47.0327294468897,4.44854219674674 47.0311529589143,4.44613075552398 46.9411337724466,4.31468983184237 46.9427076812639)))"
"10kmL93E081N631";"E081N631";60630;"Lutra lutra";2020;2;"COMITE TECHNIQUE FAUNE-FRANCE, LPO Occitanie";"MULTIPOLYGON(((4.36866254714186 43.8804270503427,4.37082238233021 43.970408669398,4.49541404465236 43.9687753614863,4.49305799555773 43.8787964027358,4.36866254714186 43.8804270503427)))"
"10kmL93E081N632";"E081N632";60630;"Lutra lutra";2020;6;"COMITE TECHNIQUE FAUNE-FRANCE, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.37082238233021 43.970408669398,4.37298904431498 44.060394951716,4.49777754030813 44.0587589789373,4.49541404465236 43.9687753614863,4.37082238233021 43.970408669398)))"
"10kmL93E081N634";"E081N634";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((4.37516256551128 44.1503856853986,4.37734297853973 44.2403806581882,4.50252701294793 44.238739341929,4.50014851788022 44.1487470431759,4.37516256551128 44.1503856853986)))"
"10kmL93E081N635";"E081N635";60630;"Lutra lutra";2020;4;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.37734297853973 44.2403806581882,4.37953031622814 44.3303796574683,4.50491306131652 44.3287356625649,4.50252701294793 44.238739341929,4.37734297853973 44.2403806581882)))"
"10kmL93E081N636";"E081N636";60630;"Lutra lutra";2020;24;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA, LPO Occitanie";"MULTIPOLYGON(((4.37953031622814 44.3303796574683,4.38172461161309 44.420382470265,4.50730669901894 44.4187357920943,4.50491306131652 44.3287356625649,4.37953031622814 44.3303796574683)))"
"10kmL93E081N637";"E081N637";60630;"Lutra lutra";2020;3;"COMITE TECHNIQUE FAUNE-FRANCE";"MULTIPOLYGON(((4.38172461161309 44.420382470265,4.38392589794165 44.5103888832474,4.50970796231769 44.5087395171707,4.50730669901894 44.4187357920943,4.38172461161309 44.420382470265)))"
"10kmL93E081N638";"E081N638";60630;"Lutra lutra";2020;9;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.38392589794165 44.5103888832474,4.38613420867299 44.6003986827286,4.51211688770661 44.5987466240914,4.50970796231769 44.5087395171707,4.38392589794165 44.5103888832474)))"
"10kmL93E081N639";"E081N639";60630;"Lutra lutra";2020;27;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.38613420867299 44.6003986827286,4.38834957748017 44.6904116546669,4.51453351191277 44.688756898799,4.51211688770661 44.5987466240914,4.38613420867299 44.6003986827286)))"
"10kmL93E081N640";"E081N640";60630;"Lutra lutra";2020;7;"COMITE TECHNIQUE FAUNE-FRANCE, LPO AuRA";"MULTIPOLYGON(((4.38834957748017 44.6904116546669,4.39057203825177 44.7804275846666,4.5169578718983 44.7787701268818,4.51453351191277 44.688756898799,4.38834957748017 44.6904116546669)))"
